row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
413,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"the common difference in AP, what does it mean? can u show it like numbers increasing on a line or something visual?","confusion, question, graphical, representation_shift",Moderate load_risk,VISUAL_ANALOGY
413,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the common difference in AP, what does it mean? can u show it like numbers increasing on a line or something visual?","confusion, question, graphical, representation_shift",Moderate load_risk,VISUAL_ANALOGY
414,miniLM_labels,disengagement,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,why are we even learning this? can u give me like one real-world example?,"curiosity, question, disengagement, example_request",Low productive_struggle,EXPLAIN
414,miniLM_labels,disengagement,semantic_contradiction,Utterance contains cues that oppose this assigned label.,why are we even learning this? can u give me like one real-world example?,"curiosity, question, disengagement, example_request",Low productive_struggle,EXPLAIN
414,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,why are we even learning this? can u give me like one real-world example?,"curiosity, question, disengagement, example_request",Low productive_struggle,EXPLAIN
414,miniLM_labels,physical,obvious_missing_label,Strong cue exists but label is not assigned.,why are we even learning this? can u give me like one real-world example?,"curiosity, question, disengagement, example_request",Low productive_struggle,EXPLAIN
414,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,why are we even learning this? can u give me like one real-world example?,"curiosity, question, disengagement, example_request",Low productive_struggle,EXPLAIN
415,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,similar figures mean same shape different size na? but how is that different from congruent? like show me two triangles side by side na,"confusion, question, diagrammatic, representation_shift",Partial mastery,REPRESENTATION_TRANSLATION
415,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,similar figures mean same shape different size na? but how is that different from congruent? like show me two triangles side by side na,"confusion, question, diagrammatic, representation_shift",Partial mastery,REPRESENTATION_TRANSLATION
415,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,similar figures mean same shape different size na? but how is that different from congruent? like show me two triangles side by side na,"confusion, question, diagrammatic, representation_shift",Partial mastery,REPRESENTATION_TRANSLATION
415,hope_signals,Partial mastery,assigned_label_unsupported,No clear support from utterance or miniLM labels.,similar figures mean same shape different size na? but how is that different from congruent? like show me two triangles side by side na,"confusion, question, diagrammatic, representation_shift",Partial mastery,REPRESENTATION_TRANSLATION
416,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,this explanation is not making sense to me. can u explain it in another way pls?,"confusion, question, simplification_request",High load_risk,EXPLAIN
416,miniLM_labels,simplification_request,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,this explanation is not making sense to me. can u explain it in another way pls?,"confusion, question, simplification_request",High load_risk,EXPLAIN
416,miniLM_labels,ready_for_next,obvious_missing_label,Strong cue exists but label is not assigned.,this explanation is not making sense to me. can u explain it in another way pls?,"confusion, question, simplification_request",High load_risk,EXPLAIN
417,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,graphical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,topic_shift,obvious_missing_label,Strong cue exists but label is not assigned.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
417,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"probability is always between 0 and 1, but why? can u show this on like a number line or something?","confusion, question, graphical","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
418,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the proof by contradiction is so tricky, can u explain it like a story or something, not so many math symbols?","confusion, question, representation_shift",High load_risk,VISUAL_ANALOGY
418,miniLM_labels,cognitive_overload,obvious_missing_label,Strong cue exists but label is not assigned.,"the proof by contradiction is so tricky, can u explain it like a story or something, not so many math symbols?","confusion, question, representation_shift",High load_risk,VISUAL_ANALOGY
418,miniLM_labels,shortcut_seeking,obvious_missing_label,Strong cue exists but label is not assigned.,"the proof by contradiction is so tricky, can u explain it like a story or something, not so many math symbols?","confusion, question, representation_shift",High load_risk,VISUAL_ANALOGY
418,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the proof by contradiction is so tricky, can u explain it like a story or something, not so many math symbols?","confusion, question, representation_shift",High load_risk,VISUAL_ANALOGY
418,miniLM_labels,ready_for_next,obvious_missing_label,Strong cue exists but label is not assigned.,"the proof by contradiction is so tricky, can u explain it like a story or something, not so many math symbols?","confusion, question, representation_shift",High load_risk,VISUAL_ANALOGY
