index,category,utterance,old_action,new_action,rule,old_labels,new_labels
1615,2,what's the use of this in real life? like why are we learning this heavy stuff?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1619,2,"this volume of combined shapes na, where do they use it like in real life? like is it for water tanks or something?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
1622,2,"arithmetic progression, what is the use of this in daily life? like is it counting something in a pattern?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1626,2,"consistent, inconsistent, dependent lines. it's so confusing. can you give a real life example for each to make it clear?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"confusion, curiosity, diagrammatic, example_request, physical, question, transfer_attempt","confusion, curiosity, diagrammatic, example_request, question, transfer_attempt"
1635,2,"where can i see this in action, like in real life?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1650,2,can this new concept be used in like real life problems or in science also? where do we use it?,EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
1654,2,give me one everyday example na. i can't understand this without seeing it in real life.,ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, low_confidence, physical, self_monitoring, transfer_attempt","confusion, curiosity, example_request, low_confidence, self_monitoring, transfer_attempt"
1658,2,"proof by contradiction is like, you assume something false and then show it's impossible? can you give a simple example not math related?",WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, algebraic, curiosity, example_request, question, simplification_request","abstraction_attempt, algebraic, curiosity, example_request, question, simplification_request"
1665,2,"can you explain this using a story or something from daily life, like not math related, just to get the concept first?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt, verbal_analogy","abstraction_attempt, curiosity, question, transfer_attempt, verbal_analogy"
1668,2,"the lengths of tangents from an external point are equal na, where do we see this in real life? like a wheel or something?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, diagrammatic, physical, question, transfer_attempt","curiosity, diagrammatic, question, transfer_attempt"
1672,2,"proof by contradiction is so weird, like you assume wrong thing to prove right thing? can you give a simple non-math example?",WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, algebraic, answer_attempt, confusion, curiosity, example_request, low_confidence, question, simplification_request, verbal_analogy","abstraction_attempt, algebraic, answer_attempt, confusion, curiosity, example_request, low_confidence, question, simplification_request, verbal_analogy"
1674,2,"graphical method, is it just for theory or like do engineers use this to find intersections in real life?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, graphical, physical, procedural_focus, question, transfer_attempt","abstraction_attempt, curiosity, graphical, procedural_focus, question, transfer_attempt"
1678,2,"AP questions like in real life, where do we see them? like growing money or something? can you show an example",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
1687,2,"this BPT na, is it like useful for measuring things we can't reach, like the height of a tree or something?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, low_confidence, physical, question, self_monitoring, transfer_attempt","algebraic, curiosity, low_confidence, question, self_monitoring, transfer_attempt"
1688,2,"sir this proof by contradiction thing, can you give an example not from maths? like something from daily life?",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"abstraction_attempt, algebraic, curiosity, example_request, physical, question, transfer_attempt","abstraction_attempt, algebraic, curiosity, example_request, question, transfer_attempt"
1690,2,where else will we use this concept? like in higher studies or in real life problems?,EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
1697,2,sir is this useful in like daily life? where can i see this happening?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1701,2,"like, when we paint a water tank that is cylinder with a hemisphere top, we just add the area of cylinder side and hemisphere top na? is it like that calculation?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, diagrammatic, physical, procedural_focus, question","curiosity, diagrammatic, procedural_focus, question"
1709,2,is there like a real life problem where i can use all this stuff we are learning now? like something i see daily?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, self_monitoring, transfer_attempt","curiosity, question, self_monitoring, transfer_attempt"
1722,2,"sir for these sin cos values at 0, 30, 45, 60, 90, there was some hand trick na? can you show it again?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, physical, question, representation_shift, request_representation, shortcut_seeking","algebraic, curiosity, question, representation_shift, request_representation, shortcut_seeking"
1724,2,what's the practical use of knowing all this? like where would i use it in future?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1729,2,"When we talk about solutions for linear equations, like unique or no solution, does it mean anything in real life? like is it a problem that can be solved or not?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question, transfer_attempt","algebraic, curiosity, diagrammatic, question, transfer_attempt"
1736,2,"Sir, can you tell me how this concept helps us in everyday life? is it just for theory or something practical also?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
1737,2,"root 2 is irrational, i get the proof method. but like where do we even see irrational numbers in real life? like what does it even mean for something to be irrational?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, algebraic, curiosity, physical, procedural_focus, question, self_monitoring, transfer_attempt","abstraction_attempt, algebraic, curiosity, procedural_focus, question, self_monitoring, transfer_attempt"
1740,2,"this concept is still hazy for me. can you give me like a simpler story, something from daily life to understand it better?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, cognitive_overload, confusion, curiosity, physical, question, self_monitoring, simplification_request, transfer_attempt, verbal_analogy","abstraction_attempt, cognitive_overload, confusion, curiosity, question, self_monitoring, simplification_request, transfer_attempt, verbal_analogy"
1748,2,where will i ever use this in my life? any practical application na?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1752,2,can you give a simple non-math example for this logic? my brain is not getting it with numbers.,WORKED_EXAMPLE,ANALOGOUS_EXAMPLE,everyday->analogous_example,"abstraction_attempt, cognitive_overload, curiosity, example_request, question, self_monitoring, simplification_request, verbal_analogy","abstraction_attempt, cognitive_overload, curiosity, example_request, question, self_monitoring, simplification_request, verbal_analogy"
1755,2,"consistent, inconsistent, dependent systems, do they have real life examples where like, there's no solution or many solutions?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1756,2,"tangents from external point are equal, this theorem, is it used in like designing gears or something in real life?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question, transfer_attempt","algebraic, curiosity, diagrammatic, question, transfer_attempt"
1761,2,Why do we even learn this? Is there any practical use of it in our daily life?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
1771,2,Can you explain this using an example that's not maths? Like something from real life? I get it better then.,EXPLAIN,EXPLAIN,(labels-only),"curiosity, high_confidence, physical, question, self_monitoring, transfer_attempt","curiosity, high_confidence, question, self_monitoring, transfer_attempt"
1773,2,"Sir, is the path of a cricket ball hit by Virat Kohli like a parabola? Does that relate to these quadratic zeroes?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, graphical, physical, question, representation_shift, request_representation","algebraic, curiosity, graphical, question, representation_shift, request_representation"
