row_index,changed_fields,old_student_utterance,new_student_utterance,old_miniLM_labels,new_miniLM_labels,old_hope_signals,new_hope_signals,old_target_policy_action,new_target_policy_action
2263,student_utterance;miniLM_labels;hope_signals;target_policy_action,"just give me the answer pls i wont tell anyone, i just wanna pass this chapter","just give me the answer please i won't tell anyone, i just wanna pass this chapter","shortcut_seeking, disengagement, frustration, request_hint","anxiety, curiosity, procedural_focus, shortcut_seeking","Low productive_struggle,High load_risk","Moderate load_risk, Anxiety, Surface engagement, Low productive_struggle",METACOGNITIVE_REFLECT,ENCOURAGE
2264,miniLM_labels;hope_signals;target_policy_action,"trigonometry is useless na, why do we even study this? never gonna use it in real life","trigonometry is useless na, why do we even study this? never gonna use it in real life","disengagement, frustration, skepticism, question","curiosity, physical, question, transfer_attempt","Low productive_struggle,Moderate ct_score","Active engagement, High ct_score, High ki_score, High ki_score opportunity",SOCRATIC_COUNTEREXAMPLE,EXPLAIN
2265,miniLM_labels;hope_signals,"this is so boring yaar, can we just finish this topic already?","this is so boring yaar, can we just finish this topic already?","disengagement, frustration, question","curiosity, disengagement, environmental_feedback, frustration, question","Surface engagement,Low productive_struggle","Moderate load_risk, Surface engagement, Low productive_struggle, Active engagement",ENCOURAGE,ENCOURAGE
2266,miniLM_labels;hope_signals;target_policy_action,"this root 2 irrational proof is so long, can't we just say it's irrational? like why all these steps","this root 2 irrational proof is so long, can't we just say it's irrational? like why all these steps","frustration, shortcut_seeking, confusion, question","abstraction_attempt, algebraic, curiosity, low_confidence, procedural_focus, question","High load_risk,Low productive_struggle","Moderate load_risk, Low confidence, Active engagement, High ct_score",EXPLAIN,ENCOURAGE
2267,miniLM_labels;hope_signals;target_policy_action,"i think i get it, can we move on to next chapter now?","i think i get it, can we move on to next chapter now?","ready_for_next, topic_shift, low_confidence, question","curiosity, disengagement, high_confidence, question, ready_for_next, self_monitoring, topic_shift","Surface engagement,Low ct_score","Surface engagement, Low productive_struggle, High confidence, Mastery threshold met",QUIZ,RESUME_STATE
2268,miniLM_labels;hope_signals;target_policy_action,"just tell me the formula for quadratic, i will memorize it, no need for derivation","just tell me the formula for quadratic, i will memorize it, no need for derivation","shortcut_seeking, procedural_focus, request_hint","abstraction_attempt, algebraic, procedural_focus, shortcut_seeking","Low productive_struggle,High load_risk","Surface engagement, Low productive_struggle, High ct_score, High ki_score",SOCRATIC_Q,EXPLAIN
2269,student_utterance;miniLM_labels;hope_signals,"my head is spinning from all this info, i cant focus anymore","my head is spinning from all this info, i can't focus anymore","cognitive_overload, disengagement, frustration","cognitive_overload, low_confidence, self_monitoring","High load_risk,Low productive_struggle","High load_risk, Low confidence, Cognitive overload, Moderate ct_score",ENCOURAGE,ENCOURAGE
2270,miniLM_labels;hope_signals;target_policy_action,"these AP word problems are so fake na, like who actually calculates 'how many seats in an auditorium' this way?","these AP word problems are so fake na, like who actually calculates 'how many seats in an auditorium' this way?","skepticism, disengagement, frustration, question","algebraic, curiosity, question","Low productive_struggle,Moderate ct_score","Active engagement, High ct_score, Moderate ki_score",SOCRATIC_COUNTEREXAMPLE,SOCRATIC_Q
2271,miniLM_labels;hope_signals;target_policy_action,"this step deviation method for mean is so much calculation, can i just do direct method always? i hate big numbers","this step deviation method for mean is so much calculation, can i just do direct method always? i hate big numbers","shortcut_seeking, procedural_focus, frustration, question","algebraic, frustration, procedural_focus, question, self_monitoring","High load_risk,Low productive_struggle","Moderate load_risk, Active engagement, Moderate ct_score, Moderate kt_score",EXPLAIN,ENCOURAGE
2272,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i just dont wanna do this today, its too much stress for me","i just don't wanna do this today, it's too much stress for me","frustration, disengagement, anxiety","cognitive_overload, curiosity, question, self_monitoring","High load_risk,Low productive_struggle","Moderate load_risk, Cognitive overload, Active engagement, High ct_score",ENCOURAGE,EXPLAIN
2273,student_utterance;miniLM_labels;hope_signals,"This is just too much, my brain is fried, i cant do any more questions right now.","This is just too much, my brain is fried, i can't do any more questions right now.","frustration, disengagement, cognitive_overload","answer_attempt, cognitive_overload, low_confidence, self_monitoring","High load_risk, Low productive_struggle","High load_risk, Low confidence, Cognitive overload, Moderate ct_score",ENCOURAGE,ENCOURAGE
2274,miniLM_labels;hope_signals;target_policy_action,"All these sin cos tan ratios are so confusing, too many rules. Can't we just use a calculator only for these values?","All these sin cos tan ratios are so confusing, too many rules. Can't we just use a calculator only for these values?","shortcut_seeking, frustration, disengagement, question","algebraic, cognitive_overload, confusion, curiosity, low_confidence, question","Low productive_struggle, High load_risk","High load_risk, Low confidence, Cognitive overload, Active engagement",METACOGNITIVE_REFLECT,ENCOURAGE
2275,miniLM_labels;hope_signals,"Sir, can we do something else? This is boring me to death.","Sir, can we do something else? This is boring me to death.","topic_shift, disengagement, frustration, question","curiosity, disengagement, frustration, question","Surface engagement, Low productive_struggle","Moderate load_risk, Surface engagement, Low productive_struggle, Active engagement",ENCOURAGE,ENCOURAGE
2276,student_utterance;miniLM_labels;hope_signals,"Proof by contradiction na, why is it so complicated? Just tell me if the statement is true or false, pls.","Proof by contradiction na, why is it so complicated? Just tell me if the statement is true or false, please.","confusion, frustration, shortcut_seeking, question, request_hint","abstraction_attempt, algebraic, curiosity, question, shortcut_seeking","High load_risk, Low productive_struggle","Surface engagement, Low productive_struggle, Active engagement, High ct_score",EXPLAIN,EXPLAIN
2277,miniLM_labels;hope_signals,"I'm just not getting this at all, it's too hard for me to understand, no matter how many times you explain.","I'm just not getting this at all, it's too hard for me to understand, no matter how many times you explain.","frustration, low_confidence, cognitive_overload","curiosity, frustration, question, self_monitoring","High load_risk, Low productive_struggle","Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",ENCOURAGE,ENCOURAGE
2278,miniLM_labels;hope_signals;target_policy_action,"Surface area of combined solids, it's just too many calculations na? Can't we just guess the answer directly, for practice?","Surface area of combined solids, it's just too many calculations na? Can't we just guess the answer directly, for practice?","shortcut_seeking, frustration, procedural_focus, question","algebraic, cognitive_overload, curiosity, diagrammatic, example_request, low_confidence, procedural_focus, question, shortcut_seeking","Low productive_struggle, High load_risk","High load_risk, Low confidence, Cognitive overload, Surface engagement",METACOGNITIVE_REFLECT,WORKED_EXAMPLE
2279,student_utterance;miniLM_labels;hope_signals,"This is so sleepy, what time is it? I cant concentrate on this math anymore.","This is so sleepy, what time is it? I can't concentrate on this math anymore.","disengagement, topic_shift, frustration, question","curiosity, low_confidence, question, self_monitoring","Surface engagement, Low productive_struggle","Moderate load_risk, Low confidence, Active engagement, High ct_score",ENCOURAGE,ENCOURAGE
2280,miniLM_labels;hope_signals,"The quadratic formula, it's always plus minus and then root b square minus 4ac. I always mess up the signs, why is it so tricky and long?","The quadratic formula, it's always plus minus and then root b square minus 4ac. I always mess up the signs, why is it so tricky and long?","frustration, confusion, low_confidence, procedural_focus, question","algebraic, curiosity, low_confidence, procedural_focus, question, recurring_error, transfer_attempt","High load_risk, Recurring error","Moderate load_risk, Low confidence, Recurring error, Recurring Misconception",REVIEW,REVIEW
