student_utterance,concept_id,miniLM_labels,hope_signals,target_policy_action,category
"parabola graph is so boring, just tell me the zeroes direct, why draw all this?",jemh102__quadratic_zero_geometry,"disengagement, shortcut_seeking, frustration",Low productive_struggle,REPRESENTATION_TRANSLATION,3
"this is getting so boring yaar, when will this math chapter end",INHERIT_CURRENT_CONCEPT,"disengagement,frustration","Low productive_struggle,High load_risk",ENCOURAGE,3
"proving root 5 irrational is too much writing, can't i just write 'by contradiction' and move on?",jemh101__proving_irrationality_root_n,"shortcut_seeking,frustration,procedural_focus","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,3
"my head is paining from all this, too much thinking",INHERIT_CURRENT_CONCEPT,"frustration,cognitive_overload",High load_risk,ENCOURAGE,3
why do we need sin cos and all this? what is the use of it in real life? just tell me na,jemh108__intro_trigonometry,"curiosity,disengagement,question",Surface engagement,SOCRATIC_Q,3
"just give me the next problem, i want to finish this module fast fast",INHERIT_CURRENT_CONCEPT,"shortcut_seeking,disengagement,ready_for_next","Low productive_struggle,Surface engagement",METACOGNITIVE_REFLECT,3
"sir, substitution method is fine for me, why learn elimination also? one method is enough na",jemh103__substitution_method,"shortcut_seeking,conflict,procedural_focus",Low productive_struggle,EXPLAIN,3
can we take a break now? my brain is fried,INHERIT_CURRENT_CONCEPT,"frustration,disengagement,cognitive_overload",High load_risk,ENCOURAGE,3
"direct method for mean is just adding and dividing, it's too basic. when will we use assumed mean only?",jemh113__mean_grouped_data,"disengagement,low_confidence,shortcut_seeking","Surface engagement,Moderate ct_score",SOCRATIC_Q,3
"this BPT converse and all, do we need to know the proof? or just the statement is fine for exams?",jemh106__converse_bpt,"shortcut_seeking,procedural_focus,anxiety","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,3
"all these quadratic formulas are too much to remember, like the discriminant and all. just tell me the main one",jemh104__quadratic_formula,"frustration,cognitive_overload,shortcut_seeking","High load_risk,Low productive_struggle",REVIEW,3
"this is too difficult, i just want to get good marks na, can u give me like an easy question or something?",INHERIT_CURRENT_CONCEPT,"frustration,shortcut_seeking","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,3
"sir this sin cos tan na, i just rote learn the definitions but i dont get the point. it's just ratios of sides only, why is it so famous?",jemh108__fundamental_trig_ratios,"frustration,disengagement,curiosity","Low productive_struggle,Moderate ct_score",SOCRATIC_Q,3
can we just finish this chapter quickly pls? i have other subjects to study.,INHERIT_CURRENT_CONCEPT,"disengagement,topic_shift",Surface engagement,ENCOURAGE,3
"this proof by contradiction na, it's just making things complicated. can't we just say something is irrational because it has a root sign?",jemh101__proof_by_contradiction_method,"frustration,shortcut_seeking,confusion",High load_risk,MISCONCEPTION_PROBE,3
"i dont think i can understand this concept, its too much for me.",INHERIT_CURRENT_CONCEPT,"low_confidence,disengagement",High load_risk,ENCOURAGE,3
why learn substitution method when elimination is so much easier? can't we just always use elimination?,jemh103__elimination_method,"shortcut_seeking,topic_shift,procedural_focus",Surface engagement,SOCRATIC_Q,3
"just tell me the next step na, i'm stuck and just wanna move on.",INHERIT_CURRENT_CONCEPT,"frustration,hint_dependency,shortcut_seeking","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,3
"these combined solids na, the calculations are so long. is there a trick to do this faster without writing all steps?",jemh112__surface_area_combined_solids,"shortcut_seeking,frustration,procedural_focus",High load_risk,WORKED_EXAMPLE,3
can we like skip this theory part? i just want to do problems.,INHERIT_CURRENT_CONCEPT,"disengagement,topic_shift",Surface engagement,ENCOURAGE,3
"sum of roots is -b/a, product is c/a. always confused with the sign. can i just remember one and figure out the other?",jemh102__quadratic_coefficients,"confusion,shortcut_seeking,low_confidence",High load_risk,EXPLAIN,3
"this is too hard man, i just want to finish this chapter",INHERIT_CURRENT_CONCEPT,"frustration,disengagement",Low productive_struggle,ENCOURAGE,3
can i just guess the sum of the AP if its too long? no time in exam for all that formula,jemh105__sum_n_terms_formula,"shortcut_seeking,frustration",High load_risk,METACOGNITIVE_REFLECT,3
when will this chapter finish? it's so boring,INHERIT_CURRENT_CONCEPT,"disengagement,frustration","Low productive_struggle,Surface engagement",ENCOURAGE,3
"all these proof questions na, do we really need to write all steps or can i just write the main points to save time?",jemh101__proof_by_contradiction_method,"shortcut_seeking,confusion,procedural_focus",High load_risk,EXPLAIN,3
"i feel like i understand nothing, this is too much",INHERIT_CURRENT_CONCEPT,"low_confidence,confusion,cognitive_overload",High load_risk,ENCOURAGE,3
"quadratic formula always gives negative inside root na? i always make mistake there, is there another way to solve faster?",jemh104__quadratic_formula,"frustration,shortcut_seeking,low_confidence","High load_risk,Recurring error",WORKED_EXAMPLE,3
"just tell me the answer, i promise i will learn later",INHERIT_CURRENT_CONCEPT,"shortcut_seeking,disengagement","Low productive_struggle,Surface engagement",METACOGNITIVE_REFLECT,3
"how to remember all properties of quadrilaterals for coordinate geometry? so many conditions for square, rectangle, rhombus, n all, my head spinning",jemh107__geometric_figure_properties,"frustration,cognitive_overload,low_confidence",High load_risk,REPRESENTATION_TRANSLATION,3
can we just move to the next topic pls? this one is not coming in exams much,INHERIT_CURRENT_CONCEPT,"topic_shift,shortcut_seeking,disengagement","Low productive_struggle,Surface engagement",SOCRATIC_Q,3
this application of trig ratios is so long. is it really useful in life or just for marks?,jemh109__application_trig_ratios,"frustration,disengagement,curiosity","Low productive_struggle,Moderate ct_score",SOCRATIC_COUNTEREXAMPLE,3
"uff all this theory is making me sleepy, when do we do sums?",INHERIT_CURRENT_CONCEPT,"disengagement,frustration,shortcut_seeking","Low productive_struggle,Surface engagement",ENCOURAGE,3
do i really have to learn proving trig identities? cant i just memorize the formulas?,jemh108__proving_trig_identities,"shortcut_seeking,frustration,low_confidence","High load_risk,Low productive_struggle",METACOGNITIVE_REFLECT,3
"this is so boring man, can we watch a video or something?",INHERIT_CURRENT_CONCEPT,"disengagement,frustration","Low productive_struggle,Surface engagement",ENCOURAGE,3
"BPT theorem, why is this even important? like its just about triangles only na",jemh106__basic_proportionality_theorem,"disengagement,curiosity,frustration","Surface engagement,Low productive_struggle",SOCRATIC_Q,3
"just tell me the answer na, i am stuck here for so long",INHERIT_CURRENT_CONCEPT,"shortcut_seeking,frustration,hint_dependency","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,3
this root 3 irrational proof is so long. can't we just say it's irrational and move on?,jemh101__proving_irrationality_root_n,"shortcut_seeking,frustration,low_confidence","High load_risk,Low productive_struggle",EXPLAIN,3
"my brain is full, i cant take anymore new info today",INHERIT_CURRENT_CONCEPT,"cognitive_overload,frustration,disengagement",High load_risk,ENCOURAGE,3
"all this heights and distances sum feels so fake, does anyone actually measure like this?",jemh109__heights_distances_problem_solving,"skepticism,disengagement,curiosity",Surface engagement,SOCRATIC_COUNTEREXAMPLE,3
"these consistent inconsistent dependent systems, can i just use graphical method always? the ratio method is too confusing.",jemh103__system_classification,"procedural_focus,confusion,shortcut_seeking","High load_risk,Low productive_struggle",REVIEW,3
"surface area of combined solids is too complicated, i will just leave this chapter for now.",jemh112__surface_area_combined_solids,"disengagement,low_confidence,topic_shift","High load_risk,Low productive_struggle",ENCOURAGE,3
"this is just too much theory for one day, my head is full now",INHERIT_CURRENT_CONCEPT,"cognitive_overload, frustration",High load_risk,ENCOURAGE,3
sir why do we need to prove these trig identities na? like just give us the formula na,jemh108__proving_trig_identities,"shortcut_seeking, frustration","Low productive_struggle, Surface engagement",SOCRATIC_Q,3
can i just copy this from the board? i'm getting sleepy,INHERIT_CURRENT_CONCEPT,"disengagement, shortcut_seeking","Low productive_struggle, High load_risk",METACOGNITIVE_REFLECT,3
"this proof by contradiction, its just too confusing, why cant we just prove it directly?",jemh101__proof_by_contradiction_method,"confusion, frustration","High load_risk, Low productive_struggle",EXPLAIN,3
when is class ending? this is taking too long,INHERIT_CURRENT_CONCEPT,"disengagement, frustration",Low productive_struggle,ENCOURAGE,3
"sum of n terms formula na, can i just remember one and derive the other when needed? both look same only",jemh105__sum_n_terms_formula,"shortcut_seeking, low_confidence",Surface engagement,REVIEW,3
"these combined solids are like too much for me, so many shapes and calculations, will this even come in exam?",jemh112__surface_area_combined_solids,"frustration, low_confidence, anxiety",High load_risk,ENCOURAGE,3
what is the real use of this chapter? like in real life i mean,INHERIT_CURRENT_CONCEPT,"curiosity, disengagement",Surface engagement,SOCRATIC_Q,3
"graphical method for linear equations, can't we just use substitution or elimination? plotting points takes so much time",jemh103__graphical_method_solving,"shortcut_seeking, frustration","Low productive_struggle, High load_risk",SOCRATIC_Q,3
"mean of grouped data, i just want to know which formula to use, dont want to understand all the methods",jemh113__mean_grouped_data,"shortcut_seeking, disengagement, procedural_focus","Low productive_struggle, Surface engagement",METACOGNITIVE_REFLECT,3
"i just want to finish this chapter na, can we go faster?",INHERIT_CURRENT_CONCEPT,"disengagement,shortcut_seeking","Low productive_struggle,Surface engagement",ENCOURAGE,3
"all these probability terms like sample space and events are just words, when will we get to the actual sums?",jemh114__sample_space_events,"frustration,shortcut_seeking,procedural_focus","High load_risk,Low productive_struggle",EXPLAIN,3
"so boring this is, i want to play games instead",INHERIT_CURRENT_CONCEPT,"disengagement,frustration","Low productive_struggle,High load_risk",ENCOURAGE,3
"quadratic formula is best only, why should I learn splitting the middle term? its too slow",jemh104__quadratic_formula,"shortcut_seeking,procedural_focus","High confidence,Low productive_struggle",METACOGNITIVE_REFLECT,3
"AP word problems are so fake, will i ever use this arithmetic progression in my life?",jemh105__ap_applications,"disengagement,skepticism,curiosity","Low productive_struggle,Moderate ct_score",SOCRATIC_Q,3
"too many things to remember, my head is aching. can we just pause for a bit?",INHERIT_CURRENT_CONCEPT,"cognitive_overload,frustration,disengagement","High load_risk,Low productive_struggle",ENCOURAGE,3
"AAA, SSS, SAS all these similarity criteria look the same, how do i differentiate them? its too confusing",jemh106__triangle_similarity_criteria_intro,"confusion,cognitive_overload,frustration",High load_risk,REPRESENTATION_TRANSLATION,3
"i already know this, can we skip to the next part please?",INHERIT_CURRENT_CONCEPT,"topic_shift,shortcut_seeking,ready_for_next","High confidence,Surface engagement",QUIZ,3
"all these trig identities are just for mugging up only, why cant they give formula sheet? i forget all of them",jemh108__proving_trig_identities,"frustration,shortcut_seeking,low_confidence","High load_risk,Low productive_struggle",REVIEW,3
